,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2348,1,39,1,9670,1,1,133.1,1,19,19,3.0,3.0,125.3,0,0,1,1,1,30.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,12.4,0.5,1.79,Dropout
2349,2,39,1,9254,1,1,120.0,1,37,19,9.0,9.0,131.0,1,0,1,1,0,44.0,0,0.0,6.0,6.0,6.0,12.666666666666666,0,0.0,6.0,6.0,6.0,11.5,0,12.4,0.5,1.79,Graduate
2350,1,18,1,9500,1,1,146.0,1,19,3,4.0,9.0,127.0,0,0,1,1,0,19.0,0,0.0,8.0,8.0,7.0,13.614285714285714,0,0.0,8.0,8.0,7.0,13.614285714285714,0,12.7,3.7,-1.7,Graduate
2351,1,44,1,9130,1,39,150.0,1,2,1,3.0,6.0,150.0,1,0,1,1,0,22.0,0,11.0,6.0,8.0,12.0,12.857142857142858,1,8.0,12.0,15.0,10.0,14.3,0,16.2,0.3,-0.92,Graduate
2352,1,1,1,9130,1,1,160.0,1,3,3,1.0,2.0,149.2,0,0,1,1,0,18.0,0,0.0,5.0,7.0,4.0,14.0,0,0.0,5.0,5.0,5.0,14.2,0,7.6,2.6,0.32,Graduate
2353,1,17,1,9670,1,1,125.0,1,37,37,9.0,9.0,121.5,1,0,1,1,1,21.0,0,0.0,6.0,8.0,4.0,14.75,0,0.0,6.0,6.0,5.0,11.8,0,12.7,3.7,-1.7,Graduate
2354,1,1,2,9085,1,1,125.0,1,37,19,5.0,7.0,137.3,0,0,1,1,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,7.6,2.6,0.32,Dropout
2355,1,17,4,9670,1,1,122.0,1,3,1,2.0,3.0,119.6,1,0,1,1,0,18.0,0,0.0,6.0,8.0,6.0,13.625,0,0.0,6.0,7.0,6.0,14.285714285714286,0,11.1,0.6,2.02,Graduate
2356,1,1,1,171,1,1,138.0,1,1,1,4.0,3.0,141.5,0,0,1,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,7.6,2.6,0.32,Graduate
2357,1,44,1,9003,1,39,150.0,1,1,38,6.0,6.0,150.0,1,0,1,1,0,21.0,0,0.0,6.0,12.0,4.0,11.8,0,0.0,6.0,11.0,4.0,11.875,0,16.2,0.3,-0.92,Dropout
2358,1,39,1,9003,1,1,140.0,1,3,3,2.0,2.0,110.0,0,0,1,1,0,31.0,0,0.0,6.0,8.0,6.0,15.125,0,0.0,6.0,10.0,6.0,14.6,0,16.2,0.3,-0.92,Graduate
2359,1,17,5,9254,1,1,113.0,1,1,1,2.0,3.0,110.2,1,0,1,1,0,21.0,0,0.0,6.0,10.0,4.0,11.5,0,0.0,6.0,10.0,2.0,10.5,0,9.4,-0.8,-3.12,Dropout
2361,1,42,1,9773,1,1,133.1,1,19,6,4.0,3.0,120.0,0,0,1,1,0,27.0,0,0.0,4.0,8.0,0.0,0.0,0,0.0,5.0,10.0,0.0,0.0,0,9.4,-0.8,-3.12,Dropout
2362,1,1,5,9147,1,1,118.0,1,19,19,9.0,9.0,114.2,1,0,1,1,0,20.0,0,0.0,5.0,9.0,3.0,10.333333333333334,0,0.0,5.0,6.0,5.0,12.8,0,12.4,0.5,1.79,Graduate
2365,1,18,1,9773,1,1,125.0,1,1,1,4.0,7.0,121.5,1,0,1,1,0,19.0,0,0.0,6.0,6.0,6.0,13.833333333333334,0,0.0,6.0,6.0,6.0,14.5,0,8.9,1.4,3.51,Graduate
2367,1,17,1,9130,1,1,131.0,1,12,12,2.0,8.0,128.2,1,0,1,1,0,18.0,0,0.0,6.0,7.0,6.0,14.0,0,0.0,6.0,8.0,6.0,13.666666666666666,0,12.4,0.5,1.79,Graduate
2369,1,39,1,9130,1,1,133.1,1,1,19,4.0,5.0,120.0,1,0,1,1,0,29.0,0,0.0,5.0,11.0,1.0,18.0,2,0.0,5.0,10.0,3.0,13.333333333333334,2,10.8,1.4,1.74,Dropout
2371,1,1,5,171,1,1,139.0,1,19,3,9.0,2.0,136.9,1,0,1,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,9.4,-0.8,-3.12,Graduate
2375,1,1,1,9670,1,1,95.0,1,37,37,5.0,8.0,95.0,0,0,0,1,0,21.0,0,0.0,6.0,9.0,4.0,13.25,0,0.0,6.0,6.0,5.0,11.0,0,12.7,3.7,-1.7,Dropout
2376,1,39,1,9147,1,1,150.0,1,37,1,7.0,3.0,148.8,0,0,1,1,1,25.0,0,0.0,5.0,7.0,4.0,14.25,0,0.0,5.0,7.0,4.0,14.75,0,12.7,3.7,-1.7,Graduate
2377,1,39,1,9147,1,1,120.0,1,37,37,9.0,9.0,110.0,0,0,0,1,0,32.0,0,0.0,5.0,9.0,0.0,0.0,1,0.0,5.0,5.0,0.0,0.0,0,9.4,-0.8,-3.12,Dropout
2378,1,43,1,9991,0,1,136.0,1,3,4,2.0,2.0,133.9,0,0,0,1,0,26.0,0,8.0,12.0,12.0,8.0,11.25,0,3.0,8.0,8.0,3.0,11.333333333333334,0,7.6,2.6,0.32,Dropout
2379,1,1,1,9130,1,1,133.0,1,2,37,9.0,7.0,125.7,1,0,1,1,1,18.0,0,0.0,6.0,7.0,6.0,13.5,0,0.0,6.0,8.0,6.0,12.5,0,12.4,0.5,1.79,Graduate
2380,1,17,1,9254,1,1,125.0,1,1,19,4.0,7.0,116.6,0,0,1,1,1,19.0,0,0.0,6.0,8.0,5.0,12.666666666666666,0,0.0,6.0,10.0,6.0,12.857142857142858,0,16.2,0.3,-0.92,Graduate
2381,1,1,3,9070,1,1,127.0,1,19,38,5.0,7.0,141.0,1,0,1,1,1,19.0,0,0.0,6.0,6.0,6.0,15.166666666666666,0,0.0,6.0,6.0,6.0,12.333333333333334,0,12.4,0.5,1.79,Graduate
2382,1,7,1,9119,1,40,130.0,1,1,1,4.0,4.0,130.0,0,0,1,1,0,27.0,0,4.0,6.0,6.0,6.0,13.166666666666666,0,2.0,5.0,7.0,5.0,15.142857142857142,0,11.1,0.6,2.02,Dropout
2385,1,44,1,9070,1,39,140.0,1,19,38,4.0,0.0,140.0,1,0,1,1,0,21.0,0,0.0,6.0,6.0,6.0,14.5,0,0.0,6.0,8.0,6.0,11.333333333333334,0,12.4,0.5,1.79,Graduate
2387,1,1,1,171,1,1,135.0,1,1,38,5.0,7.0,137.5,1,1,0,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,12.7,3.7,-1.7,Graduate
2388,1,17,4,9147,1,1,132.0,1,38,19,5.0,5.0,120.8,1,0,1,1,1,18.0,0,0.0,5.0,8.0,4.0,10.8,0,0.0,5.0,10.0,2.0,12.5,0,11.1,0.6,2.02,Dropout
2389,1,39,2,9238,1,1,110.0,1,19,1,5.0,5.0,136.5,0,0,1,1,0,28.0,0,0.0,5.0,6.0,0.0,0.0,0,0.0,5.0,5.0,0.0,0.0,0,13.9,-0.3,0.79,Dropout
2390,2,39,1,9003,1,1,130.0,1,1,37,9.0,1.0,122.0,0,1,0,1,0,25.0,0,3.0,10.0,8.0,6.0,11.428571428571429,0,2.0,7.0,15.0,4.0,12.0,1,15.5,2.8,-4.06,Dropout
2391,1,43,1,9003,1,1,130.0,1,37,1,5.0,4.0,130.0,0,0,1,1,0,25.0,0,8.0,14.0,8.0,8.0,12.5,2,6.0,13.0,8.0,10.0,11.6,0,15.5,2.8,-4.06,Dropout
2393,1,1,1,9254,1,1,133.1,1,4,19,4.0,5.0,98.0,0,0,1,1,0,26.0,0,0.0,6.0,6.0,0.0,0.0,0,0.0,6.0,12.0,0.0,0.0,0,10.8,1.4,1.74,Dropout
2394,1,17,3,9147,1,1,135.0,1,37,37,6.0,5.0,121.0,1,0,1,1,1,18.0,0,0.0,5.0,8.0,5.0,12.75,0,0.0,5.0,7.0,5.0,11.5,0,13.9,-0.3,0.79,Graduate
2396,1,39,1,9003,1,1,140.0,1,1,3,4.0,5.0,130.0,0,0,1,1,0,25.0,0,0.0,6.0,8.0,0.0,0.0,0,0.0,6.0,10.0,0.0,0.0,0,16.2,0.3,-0.92,Dropout
2398,1,17,2,9773,1,1,131.0,1,3,19,2.0,3.0,132.8,1,0,1,1,0,19.0,0,0.0,6.0,7.0,6.0,14.428571428571429,0,0.0,6.0,7.0,6.0,14.571428571428571,0,13.9,-0.3,0.79,Graduate
2399,1,17,1,9500,1,1,131.0,1,1,1,5.0,5.0,126.3,0,0,1,1,0,19.0,0,0.0,7.0,9.0,7.0,12.492857142857144,0,0.0,8.0,10.0,8.0,11.7125,0,16.2,0.3,-0.92,Graduate
2400,2,39,1,8014,0,19,100.0,1,1,37,9.0,1.0,111.5,0,0,1,1,0,45.0,0,2.0,8.0,10.0,4.0,11.5,0,2.0,8.0,13.0,4.0,11.0,0,10.8,1.4,1.74,Dropout
2401,2,39,1,9991,0,1,140.0,1,37,37,9.0,9.0,118.2,0,0,1,1,0,20.0,0,0.0,5.0,7.0,5.0,11.2,0,0.0,5.0,6.0,5.0,12.8,1,7.6,2.6,0.32,Graduate
2402,1,1,1,9147,1,1,124.0,1,19,19,9.0,3.0,115.6,1,0,0,1,0,20.0,0,0.0,5.0,9.0,3.0,12.0,1,0.0,5.0,7.0,3.0,11.0,0,9.4,-0.8,-3.12,Dropout
2403,1,1,1,9500,1,1,130.0,1,38,37,5.0,10.0,117.8,1,0,1,1,0,19.0,0,0.0,8.0,8.0,7.0,15.885714285714286,0,0.0,8.0,8.0,7.0,15.885714285714286,0,10.8,1.4,1.74,Graduate
2404,1,1,1,9500,1,1,142.0,1,1,38,9.0,9.0,127.0,0,1,0,1,0,21.0,0,0.0,7.0,12.0,4.0,12.94,0,0.0,7.0,12.0,4.0,11.58,0,12.4,0.5,1.79,Dropout
2405,2,39,1,8014,0,1,150.0,1,37,37,9.0,9.0,140.0,0,0,0,1,0,35.0,0,0.0,6.0,6.0,6.0,14.0,0,0.0,6.0,6.0,6.0,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
2406,2,39,1,171,1,12,110.0,1,37,37,7.0,7.0,106.0,1,0,1,1,0,36.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,7.6,2.6,0.32,Graduate
2407,2,39,1,9500,1,19,110.0,1,37,38,5.0,5.0,151.0,0,1,0,1,0,47.0,0,0.0,7.0,7.0,0.0,0.0,7,0.0,8.0,8.0,0.0,0.0,8,15.5,2.8,-4.06,Dropout
2408,1,18,1,9991,0,1,112.0,1,43,40,2.0,2.0,106.4,0,0,1,1,0,22.0,0,0.0,5.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0,8.9,1.4,3.51,Dropout
2409,2,39,1,9991,0,1,100.0,1,37,37,9.0,9.0,125.3,1,0,1,1,0,41.0,0,0.0,5.0,8.0,4.0,11.25,0,0.0,5.0,8.0,3.0,11.0,1,7.6,2.6,0.32,Dropout
2410,1,7,1,9119,1,3,130.0,1,34,34,5.0,7.0,130.0,0,0,1,1,0,26.0,0,0.0,5.0,5.0,0.0,0.0,0,0.0,5.0,6.0,0.0,0.0,0,10.8,1.4,1.74,Dropout
2411,2,39,1,8014,0,1,133.1,1,34,34,5.0,7.0,116.0,0,0,0,0,0,20.0,0,0.0,6.0,13.0,4.0,11.25,0,0.0,6.0,12.0,0.0,0.0,1,10.8,1.4,1.74,Dropout
2413,2,39,2,8014,0,1,100.0,1,34,34,0.0,0.0,100.0,1,0,1,0,0,41.0,0,0.0,6.0,9.0,5.0,11.8,0,1.0,6.0,10.0,3.0,10.666666666666666,1,7.6,2.6,0.32,Graduate
2414,1,43,2,9147,1,1,130.0,1,34,37,9.0,9.0,118.5,1,0,1,1,0,23.0,0,5.0,10.0,19.0,8.0,11.625,1,4.0,10.0,16.0,10.0,11.181818181818182,3,7.6,2.6,0.32,Graduate
2415,1,43,2,9238,1,1,129.0,1,34,30,0.0,5.0,118.9,1,0,1,1,0,22.0,0,0.0,6.0,11.0,0.0,0.0,0,0.0,5.0,10.0,0.0,0.0,0,9.4,-0.8,-3.12,Dropout
2416,1,17,2,9070,1,1,127.0,1,37,37,9.0,9.0,119.3,1,0,1,1,1,25.0,0,0.0,6.0,8.0,4.0,10.25,0,0.0,6.0,6.0,4.0,11.25,0,12.7,3.7,-1.7,Dropout
2417,1,43,1,9991,0,1,140.0,1,37,37,9.0,9.0,135.8,1,0,1,1,0,25.0,0,14.0,6.0,16.0,15.0,10.8,0,13.0,14.0,14.0,14.0,11.357142857142858,0,9.4,-0.8,-3.12,Graduate
2418,1,53,1,171,1,42,130.0,1,1,19,9.0,9.0,130.0,1,0,0,1,1,22.0,0,5.0,12.0,15.0,11.0,12.545454545454543,0,4.0,11.0,16.0,11.0,12.666666666666666,0,8.9,1.4,3.51,Graduate
2420,1,39,1,9085,1,2,140.0,1,38,38,9.0,10.0,150.0,0,0,1,1,0,47.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,16.2,0.3,-0.92,Dropout
2421,2,39,1,9991,0,19,133.1,1,37,37,5.0,5.0,111.9,1,0,1,1,0,41.0,0,0.0,5.0,5.0,0.0,0.0,0,0.0,5.0,5.0,0.0,0.0,0,7.6,2.6,0.32,Dropout
2422,1,39,1,9003,1,1,120.0,1,37,37,9.0,9.0,150.1,1,0,1,1,0,43.0,0,0.0,6.0,9.0,6.0,14.77777777777778,0,0.0,6.0,11.0,5.0,12.2,0,13.9,-0.3,0.79,Graduate
2423,1,39,1,9003,1,1,133.1,1,1,37,9.0,8.0,130.0,0,0,1,1,0,29.0,0,0.0,3.0,4.0,0.0,0.0,0,0.0,4.0,8.0,0.0,0.0,0,16.2,0.3,-0.92,Dropout
2424,1,39,2,9119,1,1,120.0,1,37,37,5.0,5.0,128.0,0,0,1,1,0,30.0,0,0.0,2.0,2.0,0.0,0.0,0,0.0,2.0,2.0,0.0,0.0,0,7.6,2.6,0.32,Dropout
2425,1,39,2,9147,1,9,133.1,1,19,38,9.0,9.0,102.5,0,0,0,1,0,26.0,0,0.0,4.0,4.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0,12.7,3.7,-1.7,Dropout
2426,1,39,2,9991,0,1,133.1,1,19,38,9.0,9.0,102.5,0,0,0,1,0,27.0,0,0.0,5.0,10.0,0.0,0.0,0,0.0,5.0,5.0,0.0,0.0,0,15.5,2.8,-4.06,Dropout
2427,2,39,2,9670,1,1,100.0,1,37,37,9.0,9.0,110.0,0,0,1,1,1,36.0,0,0.0,5.0,5.0,5.0,11.4,0,0.0,5.0,7.0,5.0,11.6,0,9.4,-0.8,-3.12,Graduate
2428,1,39,1,9003,1,19,133.1,1,1,19,4.0,10.0,114.0,0,0,1,1,0,29.0,0,3.0,9.0,13.0,6.0,11.666666666666666,0,2.0,7.0,10.0,6.0,10.857142857142858,0,15.5,2.8,-4.06,Dropout
2429,1,42,1,9119,1,1,120.0,1,34,34,0.0,0.0,128.2,1,0,1,1,0,35.0,0,6.0,10.0,12.0,7.0,11.285714285714286,0,2.0,8.0,8.0,5.0,13.0,0,9.4,-0.8,-3.12,Dropout
2430,1,1,1,9773,1,1,128.0,1,38,38,6.0,3.0,116.5,0,0,1,1,1,18.0,0,0.0,6.0,12.0,4.0,11.5,0,0.0,6.0,10.0,5.0,12.6,0,10.8,1.4,1.74,Graduate
2431,1,1,1,9991,0,1,172.0,1,38,37,9.0,9.0,149.3,0,0,1,1,1,24.0,0,0.0,5.0,5.0,5.0,16.0,0,0.0,5.0,5.0,5.0,16.0,0,8.9,1.4,3.51,Graduate
2432,1,1,3,9773,1,1,146.0,1,38,38,9.0,7.0,134.1,1,0,1,1,1,18.0,0,0.0,6.0,6.0,6.0,12.5,0,0.0,6.0,7.0,6.0,12.666666666666666,0,10.8,1.4,1.74,Dropout
2435,1,42,1,9119,1,1,150.0,1,38,37,5.0,8.0,133.5,1,0,1,1,0,21.0,0,0.0,5.0,10.0,5.0,13.0,0,0.0,5.0,10.0,5.0,12.6,0,9.4,-0.8,-3.12,Graduate
2436,1,39,1,9003,1,1,130.0,1,1,3,2.0,6.0,110.0,0,0,1,1,0,32.0,0,8.0,6.0,8.0,13.0,13.714285714285714,1,7.0,12.0,18.0,12.0,12.083333333333334,0,15.5,2.8,-4.06,Graduate
2437,1,1,4,9119,1,1,111.0,1,37,37,9.0,5.0,107.5,1,0,1,1,1,22.0,0,0.0,5.0,9.0,3.0,12.333333333333334,0,0.0,6.0,14.0,3.0,12.5,0,11.1,0.6,2.02,Dropout
2438,1,7,1,9003,1,3,130.0,1,1,38,9.0,7.0,130.0,1,0,0,1,0,32.0,0,11.0,6.0,8.0,11.0,12.727272727272728,4,10.0,12.0,8.0,10.0,12.7,1,15.5,2.8,-4.06,Dropout
2439,1,43,1,9670,1,6,170.0,1,34,34,0.0,0.0,111.6,0,0,1,1,0,35.0,0,1.0,5.0,5.0,1.0,14.0,0,0.0,5.0,5.0,0.0,0.0,0,9.4,-0.8,-3.12,Dropout
2440,1,18,3,9147,1,1,133.1,1,1,38,4.0,7.0,101.0,1,0,0,1,0,23.0,0,0.0,5.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0,8.9,1.4,3.51,Dropout
2442,2,43,1,9670,1,1,120.0,1,34,34,0.0,0.0,128.2,0,0,1,1,0,35.0,0,0.0,5.0,5.0,0.0,0.0,0,0.0,5.0,5.0,1.0,10.0,0,9.4,-0.8,-3.12,Dropout
2443,2,39,1,9003,1,3,110.0,1,3,19,4.0,6.0,150.0,0,0,1,1,0,32.0,0,0.0,6.0,8.0,6.0,18.875,0,6.0,12.0,14.0,12.0,17.692307692307693,0,16.2,0.3,-0.92,Graduate
2444,1,1,1,9853,1,1,133.1,1,34,34,0.0,0.0,142.8,0,0,1,1,0,20.0,0,0.0,6.0,12.0,0.0,0.0,0,0.0,6.0,12.0,0.0,0.0,0,7.6,2.6,0.32,Dropout
2446,1,7,1,9991,0,40,150.0,1,37,37,6.0,6.0,150.0,1,0,1,1,0,44.0,0,3.0,7.0,9.0,7.0,13.5,0,0.0,5.0,6.0,5.0,16.2,0,8.9,1.4,3.51,Dropout
2447,2,39,1,9254,1,19,133.1,1,37,19,9.0,10.0,156.5,0,0,1,1,0,20.0,0,7.0,11.0,12.0,2.0,15.0,7,4.0,9.0,10.0,3.0,10.0,4,16.2,0.3,-0.92,Graduate
2448,1,39,1,9119,1,19,120.0,1,37,37,9.0,4.0,98.6,0,1,0,1,0,28.0,0,0.0,5.0,10.0,0.0,0.0,0,0.0,5.0,7.0,0.0,0.0,0,12.4,0.5,1.79,Dropout
2449,1,7,1,9991,0,3,130.0,1,37,37,9.0,9.0,130.0,0,0,1,1,0,31.0,0,9.0,9.0,9.0,9.0,14.22222222222222,0,5.0,5.0,5.0,5.0,12.8,0,12.7,3.7,-1.7,Dropout
2451,1,39,1,9003,1,1,100.0,1,1,3,9.0,10.0,120.0,0,1,0,1,0,44.0,0,2.0,7.0,14.0,4.0,12.0,2,0.0,6.0,16.0,0.0,0.0,1,15.5,2.8,-4.06,Dropout
2452,1,1,1,9085,1,1,142.0,1,1,1,9.0,9.0,127.7,1,0,1,1,0,19.0,0,0.0,5.0,9.0,5.0,12.6,1,0.0,5.0,8.0,4.0,12.0,0,12.7,3.7,-1.7,Graduate
2454,1,18,1,9119,1,1,148.0,1,3,19,3.0,5.0,147.7,0,0,1,1,1,18.0,0,0.0,5.0,5.0,0.0,0.0,0,0.0,5.0,5.0,0.0,0.0,0,9.4,-0.8,-3.12,Dropout
2455,1,44,1,9003,1,39,170.0,1,19,19,5.0,5.0,170.0,1,0,1,1,0,20.0,0,0.0,6.0,8.0,6.0,14.5,0,0.0,6.0,10.0,6.0,15.3,0,16.2,0.3,-0.92,Graduate
2456,1,39,1,9070,1,1,110.0,1,37,37,7.0,7.0,110.2,0,0,1,1,0,20.0,0,0.0,6.0,6.0,6.0,14.5,0,0.0,6.0,6.0,6.0,13.5,0,11.1,0.6,2.02,Graduate
2458,1,17,2,9119,1,1,135.0,1,12,19,5.0,5.0,121.0,0,0,1,1,0,19.0,0,0.0,5.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0,12.4,0.5,1.79,Dropout
2459,1,1,1,9147,1,1,133.0,1,19,37,9.0,9.0,129.9,0,0,1,1,0,18.0,0,0.0,5.0,5.0,5.0,11.6,0,0.0,5.0,5.0,5.0,13.2,0,12.4,0.5,1.79,Graduate
2460,2,39,1,9773,1,1,133.1,1,37,37,7.0,4.0,132.0,0,0,1,1,0,43.0,0,0.0,6.0,10.0,4.0,11.75,0,0.0,6.0,7.0,0.0,0.0,0,15.5,2.8,-4.06,Dropout
2461,1,18,3,9254,1,1,121.0,1,19,19,9.0,6.0,125.9,1,0,1,1,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,13.9,-0.3,0.79,Dropout
2462,1,1,1,171,1,1,159.0,1,3,3,2.0,2.0,165.7,1,0,1,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,9.4,-0.8,-3.12,Dropout
2463,1,17,5,9254,1,1,130.0,1,37,38,9.0,9.0,122.7,1,1,1,1,1,20.0,0,0.0,6.0,7.0,0.0,0.0,0,0.0,6.0,6.0,0.0,0.0,0,8.9,1.4,3.51,Dropout
2464,2,39,1,9991,0,1,121.0,1,37,19,9.0,9.0,141.4,0,1,0,1,0,29.0,0,0.0,5.0,7.0,4.0,11.25,0,0.0,5.0,8.0,4.0,11.8,0,10.8,1.4,1.74,Dropout
2465,1,39,1,9130,1,19,133.1,1,37,37,9.0,10.0,156.4,1,1,1,1,0,44.0,0,0.0,6.0,9.0,5.0,11.571428571428571,0,0.0,6.0,11.0,0.0,0.0,0,13.9,-0.3,0.79,Dropout
2468,1,43,1,9070,1,1,125.0,1,38,37,8.0,7.0,131.7,1,0,1,1,0,20.0,0,3.0,6.0,6.0,4.0,12.75,0,3.0,9.0,12.0,3.0,12.666666666666666,0,12.4,0.5,1.79,Dropout
2469,2,39,2,9147,1,1,120.0,1,37,37,9.0,9.0,104.7,1,0,1,1,0,36.0,0,0.0,4.0,4.0,0.0,0.0,0,0.0,5.0,9.0,0.0,0.0,0,10.8,1.4,1.74,Dropout
2471,2,39,1,9085,1,19,110.0,1,37,37,5.0,7.0,110.0,0,0,0,1,0,29.0,0,0.0,5.0,5.0,0.0,0.0,0,0.0,5.0,5.0,0.0,0.0,0,12.7,3.7,-1.7,Dropout
2472,1,1,1,9670,1,1,120.0,1,1,1,9.0,9.0,129.1,1,0,1,1,0,18.0,0,0.0,6.0,6.0,4.0,11.25,0,0.0,6.0,10.0,3.0,10.333333333333334,0,10.8,1.4,1.74,Dropout
2473,1,39,1,9003,1,1,133.1,1,1,1,1.0,6.0,120.0,0,0,0,1,0,24.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,13.9,-0.3,0.79,Dropout
2474,1,1,1,9773,1,1,133.1,1,3,19,2.0,5.0,127.0,0,0,1,1,0,20.0,0,0.0,6.0,6.0,6.0,14.333333333333334,0,0.0,6.0,7.0,6.0,15.0,0,15.5,2.8,-4.06,Graduate
2475,2,39,1,8014,0,19,133.1,1,19,37,9.0,9.0,151.5,0,1,0,1,0,45.0,0,0.0,6.0,7.0,0.0,0.0,0,0.0,5.0,5.0,0.0,0.0,0,16.2,0.3,-0.92,Dropout
2476,1,43,2,9500,1,1,130.0,1,38,37,4.0,4.0,126.8,1,0,1,1,1,28.0,0,0.0,6.0,8.0,5.0,13.5,3,0.0,6.0,8.0,5.0,13.5,3,7.6,2.6,0.32,Graduate
2478,1,1,1,9500,1,1,128.0,1,1,19,4.0,7.0,125.6,1,0,1,1,0,18.0,0,0.0,7.0,7.0,7.0,12.444285714285714,0,0.0,8.0,11.0,7.0,11.347142857142858,0,12.4,0.5,1.79,Graduate
2479,1,1,2,9147,1,1,140.0,1,19,19,9.0,4.0,127.8,1,0,1,1,0,23.0,0,0.0,5.0,7.0,3.0,10.666666666666666,1,0.0,5.0,7.0,3.0,11.333333333333334,0,9.4,-0.8,-3.12,Dropout
2481,1,1,1,9070,1,1,140.0,1,19,19,5.0,5.0,131.3,0,0,1,1,1,22.0,0,1.0,6.0,6.0,6.0,12.666666666666666,0,1.0,6.0,6.0,5.0,12.4,0,12.4,0.5,1.79,Graduate
2482,1,39,1,9991,0,12,120.0,1,37,38,5.0,5.0,155.7,0,0,1,1,0,33.0,0,0.0,5.0,5.0,5.0,13.2,0,0.0,5.0,6.0,5.0,14.833333333333334,0,10.8,1.4,1.74,Graduate
2483,1,53,1,9003,1,42,130.0,1,1,38,9.0,6.0,128.5,0,0,1,1,0,21.0,0,7.0,12.0,20.0,10.0,12.7,0,5.0,12.0,14.0,11.0,12.181818181818182,0,8.9,1.4,3.51,Graduate
2484,2,39,1,9147,1,1,100.0,1,37,37,9.0,5.0,170.0,0,0,1,1,0,45.0,0,0.0,5.0,6.0,5.0,14.833333333333334,0,0.0,5.0,5.0,5.0,14.8,0,15.5,2.8,-4.06,Graduate
2485,2,39,1,9003,1,1,133.1,1,37,37,9.0,9.0,100.0,0,0,0,1,0,44.0,0,4.0,10.0,10.0,4.0,11.5,0,1.0,7.0,8.0,1.0,12.0,0,15.5,2.8,-4.06,Dropout
2486,2,39,1,9670,1,1,110.0,1,19,19,5.0,7.0,107.2,0,0,1,1,0,42.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,12.7,3.7,-1.7,Dropout
2487,1,18,1,9147,1,1,147.0,1,19,1,9.0,7.0,139.3,1,0,1,1,0,20.0,0,0.0,5.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0,12.4,0.5,1.79,Dropout
2489,1,1,2,9254,1,1,137.0,1,1,38,2.0,8.0,122.3,1,0,1,1,1,20.0,0,0.0,6.0,7.0,6.0,14.714285714285714,0,0.0,6.0,6.0,6.0,12.5,0,8.9,1.4,3.51,Graduate
2492,1,51,1,8014,0,1,120.0,1,1,1,4.0,4.0,128.5,0,1,0,1,0,26.0,0,2.0,8.0,13.0,4.0,10.5,0,5.0,10.0,16.0,7.0,10.428571428571429,0,12.4,0.5,1.79,Dropout
2493,2,39,1,9003,1,1,133.1,1,37,37,8.0,7.0,150.0,0,0,1,1,0,31.0,0,0.0,6.0,10.0,6.0,15.0,0,0.0,6.0,11.0,5.0,12.5,0,13.9,-0.3,0.79,Graduate
2494,1,1,1,9773,1,1,142.0,1,1,19,9.0,9.0,136.1,0,1,1,1,1,19.0,0,0.0,6.0,6.0,6.0,12.666666666666666,0,0.0,6.0,6.0,6.0,14.0,0,16.2,0.3,-0.92,Graduate
2495,1,39,1,9773,1,19,100.0,1,37,37,0.0,0.0,128.0,1,0,1,1,0,28.0,0,0.0,6.0,7.0,6.0,13.166666666666666,0,0.0,6.0,6.0,6.0,13.666666666666666,0,7.6,2.6,0.32,Graduate
